num_attacks,board
57,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, 'Submarine', 'Aircraft_Carrier', None, None, None], [None, 'Battleship', None, None, None, 'Submarine', 'Aircraft_Carrier', None, None, None], [None, 'Battleship', None, None, None, 'Submarine', 'Aircraft_Carrier', None, None, None], [None, 'Battleship', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Battleship', 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None], [None, None, 'Destroyer', 'Destroyer', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
32,"[[None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
40,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine'], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, 'Destroyer', None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Destroyer', None], [None, None, None, None, None, None, None, None, None, None]]"
48,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, 'Submarine', None], ['Destroyer', None, None, None, None, None, None, None, 'Submarine', None], ['Destroyer', 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
48,"[[None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', None, None], ['Submarine', None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', None, None], ['Submarine', None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', 'Destroyer', 'Destroyer'], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', None, None], [None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Aircraft_Carrier', None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Destroyer', 'Destroyer', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
30,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Submarine', None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', 'Submarine', None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, 'Submarine', None, 'Aircraft_Carrier', None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, None, None]]"
40,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', 'Destroyer', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', 'Cruiser'], [None, None, None, None, None, None, None, None, None, 'Cruiser'], [None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, None]]"
46,"[[None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
52,"[[None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', 'Destroyer', None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None]]"
41,"[[None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, 'Destroyer', 'Destroyer', None, None, None, None], ['Cruiser', None, 'Aircraft_Carrier', None, None, None, None, None, None, None], ['Cruiser', None, 'Aircraft_Carrier', None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None]]"
55,"[[None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, None, None, None, None]]"
51,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine', None], [None, None, None, None, None, 'Aircraft_Carrier', 'Destroyer', 'Destroyer', None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Cruiser', None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, 'Aircraft_Carrier', 'Cruiser', None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Cruiser', None, None, None]]"
33,"[[None, None, 'Aircraft_Carrier', None, None, None, 'Cruiser', None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Cruiser', None, None, None], [None, None, 'Aircraft_Carrier', None, 'Submarine', None, 'Cruiser', None, None, None], [None, None, 'Aircraft_Carrier', None, 'Submarine', None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Destroyer', 'Destroyer', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None]]"
33,"[[None, 'Destroyer', 'Destroyer', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None], [None, None, None, None, None, None, None, None, None, None]]"
37,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, 'Destroyer', None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, 'Destroyer', None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None]]"
